0,clobazam,0.7706328,0.010733238,0.5827176,-0.06261978,-0.23856387,-0.715823,1.0229808,0.18164602,-0.26039103,-0.5420329,0.23313928,-0.28343192,0.11714408,0.5314488,-0.06122111,-0.22952928,-0.7105971,0.28848463,0.09841086,0.18965468,-0.5119621,-0.2632837,0.0783294,0.19871941,1.0868483999999998,-0.2568045,0.026245711,0.09389911,-0.14249657,0.01881871,-0.23493719,-0.15342341,0.42577162,0.6739689,0.025524665,-0.2948406,-0.31587312,0.55261844,0.43735474,-0.08744249,0.5361331,-0.36645055,0.6569897,0.802005,-0.016102083,-0.66942054,0.8565628000000001,-0.101191685,-0.16558306,-0.40551326,-0.41094795,-0.027974876,-0.39776492,-0.509387,0.28056657,0.20877618,-0.099218085,-0.22935389,0.23234765,-1.0350324,1.2091292,0.36844373,0.41435245,-1.0654348
1,vinorelbine,2.8821585,1.2413379999999998,2.2325485,-1.9328356,-0.57431793,0.16868404,2.9379542,1.3986101999999998,-0.2603592,-1.2533659,-0.9971165999999999,-1.3557961,0.84730333,2.4476795,-0.57374257,0.21187045,-0.9608369000000001,1.5369157,2.9282662999999998,-0.95561934,-1.1528848,0.54884684,0.5259669,-0.44551083,2.9992826,0.19064365,-0.9160116,0.8775795,1.5013919,-2.1919067,-0.34492913,-0.64334536,1.8082929,0.92285025,0.8233181,0.3999699,0.415868,0.0058984263,-2.2578156000000003,-0.47547209999999995,0.61087924,-1.3455821000000001,1.2563645,0.96219885,-1.0933095,-1.6479743999999998,1.5942849,0.5842561,-1.2931617,-1.8448522,-0.58083284,2.2152646000000003,-1.7958202,-2.811482,0.22982767,0.07367345,0.2565235,-0.43818745,-0.097229496,-0.7403515,1.5298127000000001,-0.6403761,1.7176162,-1.7034258999999998
2,carvedilol,0.68813336,-0.31881273,0.9993433,-0.65159786,-0.40726027,-0.31417292,0.7818628000000001,0.24262288,-0.107325695,-0.9726079,-0.23534393,-0.51150507,-0.13845898,0.7755478,-0.21883762,0.54501116,-0.67014956,0.69997495,0.81773543,-0.13448626,0.054735538,0.3741992,0.18391354,-0.104466185,1.4105214,-0.25878429999999997,0.20197637,0.27008674,0.45882259999999997,-0.05594161,0.03519329,0.02743631,1.150917,0.31823015,0.15046735,0.6577105,-0.1844954,-0.5711914,-0.60488653,-0.23156573,0.0011122203,-0.37982786,0.18164852,0.5331054000000001,-0.22002478,-0.49937007,0.67673916,-0.6354635000000001,-0.5203065,-0.60703015,0.45518592,0.42178896,-0.6374005,-1.1859986999999999,-0.66141725,0.2441596,0.26623732,-0.21312048,0.24939387,-0.38223475,0.8866081,-0.04059176,0.387883,-0.9619314
3,benazepril,1.7219077,0.38830328,0.9474087,-0.78767157,-0.36245805,-0.53677684,1.2901883,0.13046132,-0.5500282,-0.88260305,-0.28448270000000003,0.19572319,0.2870962,0.7414864000000001,-0.6133759,0.24103507,-1.1834599,0.6516052,1.0761402,0.28410587,-1.2816151000000002,-0.72738206,0.38345440000000003,-0.20257701,1.6199456,0.0015382062,-0.37973985,0.251197,0.5676853000000001,-0.9981280999999999,-0.04603595,-0.8828440999999999,0.7400207,0.87046355,0.36352372,-0.2683157,0.14610259,0.42240018,0.23699841,-0.15037529,0.7890049,-1.0787280000000001,0.7679126000000001,1.0314543999999999,-1.0202154,-0.265524,1.2904928,-0.68733186,-0.5806848000000001,-0.27551994,0.35181662,0.33081567,-0.8288624,-1.0689533000000002,-0.5343313000000001,-0.84482783,0.11960815,0.58509934,0.43766543,-1.4668632,1.0061759,-0.07958855,0.5935638000000001,-1.1524258
4,leflunomide,0.6504533,-0.1469588,0.80225563,-0.28010097,-0.73183125,-0.4562791,0.775432,-0.4657804,0.14351487,-0.73643625,0.10830437400000001,-0.25206617,0.12369214,0.35908579999999996,-0.44090602,-0.28616783,-0.40084368,0.7197551,0.25640124,0.43278578,-0.41204408,-0.06633155,-0.045897155999999995,-0.03302574,0.9044979,0.18585765,-0.17396022,-0.41510454,-0.23140852,0.2341413,0.29979166,-0.22252065,0.5394656,0.28499103,0.4440496,0.15130752,-0.5506166,0.11046362,-0.11343559,-0.12821412,-0.15084046,-0.42794412,0.44410950000000005,0.42177879999999995,-0.31436327,-0.8182345999999999,0.47287613,-0.26476209999999994,0.09612735,-0.07757304599999999,0.012599348,-0.27164912,-0.29626313,-0.7724479000000001,-0.5087248,-0.16099484,0.44416228,0.061997183,-0.41954333,-0.45039263,0.5733395,-0.26554826,0.2793049,-0.20894372
5,lamotrigine,0.10980545,-0.18968323,0.30122226,0.18925731,0.1744852,-0.3960882,0.2680559,0.36396664,-0.30649367,-0.8575145000000001,-0.06404358,-0.2784915,0.36674142,0.3237272,-0.041202378,-0.45752668,-0.59225553,0.0580351,0.3811186,0.3337835,-0.3622187,-0.24346693,0.14143686,-0.012475068,0.77164,0.32835242,0.33330557,0.15691277,-0.12511761,0.43213353,-0.10919472,0.0652959,0.37111717,0.09215553,0.18360057,-0.0006757983,-0.0022616468,0.32020432,-0.055557884,-0.053546342999999996,-0.18219113,0.10410268,0.10142222,0.8060963000000001,0.07290376,-0.42898807,0.69364727,-0.31217468,-0.17179239,-0.1536531,-0.17600209,0.24429944,-0.26417536,-0.22803345,0.22792649999999998,0.060283712999999996,0.0867385,-0.33391717,0.29661176,-0.501233,0.99515176,0.17949739,0.31447425,-0.4861602
6,nefazodone,1.3167427,0.40537542,0.9532074,-0.45568317,-1.0447453000000002,-0.79235953,1.5671476,0.48275888,0.3417039,-1.0551316000000002,0.9197254,-0.63862133,0.18593587,0.46596327,-0.78803676,-0.34866238,-1.0687796999999999,1.1984214,0.6128988000000001,-0.10663554,-1.0503293,-0.04575354,-0.0049346765,-0.50683486,1.6747101999999998,0.007977743,-0.40497944,0.04961596,-0.10971003,-0.12066628,0.20673576,-0.26005146,0.6801267,0.7249853,0.10947803,-0.009089205999999999,-0.59035754,0.25607112,0.18321600000000002,-0.03379647,0.7931753,-0.7490614000000001,0.73730206,0.93196917,-0.22804274,-0.776421,1.3991826,0.035012975,-0.30506104,-0.49405348,-0.26406434,0.22303067,-0.24276140000000002,-0.37434912,0.067370884,-0.3668344,-0.15108152,-0.15617771,0.45039237,-1.4286441,1.9335605,0.40910979999999997,1.0490059999999999,-1.4107239
7,trandolapril,1.6259214,0.51795405,0.9495386999999998,-0.848226,-1.0308257,-0.49210358,1.0371014,0.018108925,-0.2923458,-1.5354843999999999,-0.15150120000000003,0.6834326999999999,0.19623671,0.5265988,-1.0228504,0.03457583,-1.3904543,0.80281425,1.196874,0.057791352000000004,-1.1543642,-0.6062873000000001,0.5564083000000001,-0.130363,1.6741251,0.35005286,-0.2529737,0.41117355,0.31068313,-1.0011609000000001,0.5694889,-1.1882828,0.7941393,0.66524714,0.25769347,0.11889661,-0.12393557,0.5578911999999999,0.39556974,-0.3151213,0.65158695,-1.1521819,0.54523075,1.1285819,-1.2124023000000002,0.0721895,1.4413686,-0.9462189000000001,-0.32163286,-0.1731261,0.78044844,0.18391821,-0.6951208999999999,-0.70930886,-0.9581367000000001,-1.5602653,0.038593154,0.7894119,0.6405867,-1.6985359,1.0877483000000001,-0.08582385,0.7259603,-0.9646334000000001
8,clopidogrel,1.324511,0.12190632,0.57853454,-0.5481273,-0.36141387,-0.43360066,0.9141127,0.38366523,-0.21423045,-1.0932761,-0.0940323,-0.09401443,0.48820016,0.46237412,-0.26356593,0.36862725,-0.86904585,0.4121907,1.1518954,-0.11683242,-0.86893624,-0.46509989999999996,0.15264387,-0.087384574,1.4949572,0.16450523,-0.010290981999999999,-0.07221424,-0.0058703036,-0.3319466,-0.28518334,-0.49295320000000004,0.65022427,-0.018278722,0.35098776,0.07650941,-0.11999074,0.317132,-0.36452514,-0.00024226028,0.3279477,-0.64001244,0.60936034,0.5870048000000001,-0.6737215,-0.21307348,0.80248433,-0.4332568,-0.25331962,-0.40310717,-0.09037016,0.3000329,-0.5214648000000001,-0.9330944,-0.35972902,-0.32169017,0.22444172,-0.10381191,0.39280567,-1.0080228,1.1885511999999998,-0.25815153,0.4310621,-0.8287456
9,gemcitabine,0.21995403,0.19965662,0.5776248,0.09198731,-0.39734814,0.20387638,0.6762079000000001,0.16620946,-0.27322647,-0.5761868,0.24192923,-0.059651256,0.07135035,0.6377722,-0.27850893,-0.74265015,-0.25762004,0.6097884,-0.25593525,0.874547,-1.130374,-0.38394284,-0.54303175,-0.24836324,0.6117524999999999,0.01344597,-0.62711155,0.116325654,-0.33711872,-0.19374673,0.30294135,-0.060826235,0.50834674,0.88360023,0.690357,-0.37910375,-0.20219089,0.48635086,-0.36499766,-0.39997309999999997,-0.30294368,0.17970260000000002,0.41673437,0.68092304,-0.038585808,-0.9323829,0.6712292,0.030456858,-0.76228315,-0.3663127,-0.34994873,0.108769365,-0.33551535,-0.7924574000000001,-0.047992673,-0.1639585,0.23164175,-0.36842898,-0.39729974,-0.8084968000000001,0.51015264,-0.10957639999999999,0.74465126,-0.71248835
